,work_qid,work_label,author,authorLabel,publication_date,title,edition_1,edition_2
389,Q136801288,Bilder aus den vier Wänden (Erstausgabe von 1911),Q1403083,Felicitas Rose,1911-01-01T00:00:00Z,Bilder aus den vier Wänden,,
390,Q136801289,Bilder aus den vier Wänden (Projekt Gutenberg-DE Edition),Q1403083,Felicitas Rose,,Bilder aus den vier Wänden,,
391,Q136801290,Das Haus mit den grünen Fensterläden,Q1403083,Felicitas Rose,1930-01-01T00:00:00Z,Das Haus mit den grünen Fensterläden,Q136801291,Q136801292
392,Q136801291,Das Haus mit den grünen Fensterläden (Erstausgabe von 1930),Q1403083,Felicitas Rose,1930-01-01T00:00:00Z,Das Haus mit den grünen Fensterläden,,
393,Q136801292,Das Haus mit den grünen Fensterläden (Projekt Gutenberg-DE Edition),Q1403083,Felicitas Rose,,Das Haus mit den grünen Fensterläden,,
394,Q136801293,Kerlchen als Anstandsdame,Q1403083,Felicitas Rose,1903-01-01T00:00:00Z,Kerlchen als Anstandsdame,Q136801294,Q136801295
395,Q136801294,Kerlchen als Anstandsdame (Erstausgabe von 1903),Q1403083,Felicitas Rose,1903-01-01T00:00:00Z,Kerlchen als Anstandsdame,,
396,Q136801295,Kerlchen als Anstandsdame (Projekt Gutenberg-DE Edition),Q1403083,Felicitas Rose,,Kerlchen als Anstandsdame,,
397,Q136801296,Kerlchens Lern- und Wanderjahre,Q1403083,Felicitas Rose,1903-01-01T00:00:00Z,Kerlchens Lern- und Wanderjahre,Q136801297,Q136801298
398,Q136801297,Kerlchens Lern- und Wanderjahre (Erstausgabe von 1903),Q1403083,Felicitas Rose,1903-01-01T00:00:00Z,Kerlchens Lern- und Wanderjahre,,
399,Q136801298,Kerlchens Lern- und Wanderjahre (Projekt Gutenberg-DE Edition),Q1403083,Felicitas Rose,,Kerlchens Lern- und Wanderjahre,,
400,Q136801299,Kerlchen als Sorgen- und Sektbrecher,Q1403083,Felicitas Rose,1903-01-01T00:00:00Z,Kerlchen als Sorgen- und Sektbrecher,Q136801300,Q136801301
401,Q136801300,Kerlchen als Sorgen- und Sektbrecher (Erstausgabe von 1903),Q1403083,Felicitas Rose,1903-01-01T00:00:00Z,Kerlchen als Sorgen- und Sektbrecher,,
402,Q136801301,Kerlchen als Sorgen- und Sektbrecher (Projekt Gutenberg-DE Edition),Q1403083,Felicitas Rose,,Kerlchen als Sorgen- und Sektbrecher,,
403,Q136801303,Das verlorene Kind,Q108097,Rahel Sanzara,1926-01-01T00:00:00Z,Das verlorene Kind,Q136801304,Q136801305
404,Q136801304,Das verlorene Kind (Erstausgabe von 1926),Q108097,Rahel Sanzara,1926-01-01T00:00:00Z,Das verlorene Kind,,
405,Q136801305,Das verlorene Kind (Projekt Gutenberg-DE Edition),Q108097,Rahel Sanzara,,Das verlorene Kind,,
406,Q136801306,Huberta Sollacher,Q2696691,Frida Schanz,1904-01-01T00:00:00Z,Huberta Sollacher,Q136801307,Q136801308
407,Q136801307,Huberta Sollacher (Erstausgabe von 1904),Q2696691,Frida Schanz,1904-01-01T00:00:00Z,Huberta Sollacher,,
408,Q136801308,Huberta Sollacher (Projekt Gutenberg-DE Edition),Q2696691,Frida Schanz,,Huberta Sollacher,,
409,Q136801309,Der flammende Baum,Q2696691,Frida Schanz,1916-01-01T00:00:00Z,Der flammende Baum,Q136801310,Q136801311
410,Q136801310,Der flammende Baum (Erstausgabe von 1916),Q2696691,Frida Schanz,1916-01-01T00:00:00Z,Der flammende Baum,,
411,Q136801311,Der flammende Baum (Projekt Gutenberg-DE Edition),Q2696691,Frida Schanz,,Der flammende Baum,,
412,Q136801313,Gesammelte Immergrün-Geschichten,Q563171,Anna Schieber,1910-01-01T00:00:00Z,Gesammelte Immergrün-Geschichten,Q136801314,Q136801315
413,Q136801314,Gesammelte Immergrün-Geschichten (Erstausgabe von 1910),Q563171,Anna Schieber,1910-01-01T00:00:00Z,Gesammelte Immergrün-Geschichten,,
414,Q136801315,Gesammelte Immergrün-Geschichten (Projekt Gutenberg-DE Edition),Q563171,Anna Schieber,,Gesammelte Immergrün-Geschichten,,
415,Q136801316,... und hätte der Liebe nicht,Q563171,Anna Schieber,1912-01-01T00:00:00Z,... und hätte der Liebe nicht,Q136801317,Q136801318
416,Q136801317,... und hätte der Liebe nicht (Erstausgabe von 1912),Q563171,Anna Schieber,1912-01-01T00:00:00Z,... und hätte der Liebe nicht,,
417,Q136801318,... und hätte der Liebe nicht (Projekt Gutenberg-DE Edition),Q563171,Anna Schieber,,... und hätte der Liebe nicht,,
418,Q136801319,Subotins Erbe,Q1490644,Gabriele von Schlippenbach,1905-01-01T00:00:00Z,Subotins Erbe,Q136801320,Q136801321
419,Q136801320,Subotins Erbe (Erstausgabe von 1905),Q1490644,Gabriele von Schlippenbach,1905-01-01T00:00:00Z,Subotins Erbe,,
420,Q136801321,Subotins Erbe (Projekt Gutenberg-DE Edition),Q1490644,Gabriele von Schlippenbach,,Subotins Erbe,,
421,Q136801322,Die Liebe des Geigerkönigs Radanyi,Q1670757,Josephine Schneider-Foerstl,1926-01-01T00:00:00Z,Die Liebe des Geigerkönigs Radanyi,Q136801323,Q136801324
422,Q136801323,Die Liebe des Geigerkönigs Radanyi (Erstausgabe von 1926),Q1670757,Josephine Schneider-Foerstl,1926-01-01T00:00:00Z,Die Liebe des Geigerkönigs Radanyi,,
423,Q136801324,Die Liebe des Geigerkönigs Radanyi (Projekt Gutenberg-DE Edition),Q1670757,Josephine Schneider-Foerstl,,Die Liebe des Geigerkönigs Radanyi,,
424,Q136801325,Künstlerblut,Q1549660,Hedwig Schobert,1892-01-01T00:00:00Z,Künstlerblut,Q136801326,Q136801327
425,Q136801326,Künstlerblut (Erstausgabe von 1892),Q1549660,Hedwig Schobert,1892-01-01T00:00:00Z,Künstlerblut,,
426,Q136801327,Künstlerblut (Projekt Gutenberg-DE Edition),Q1549660,Hedwig Schobert,,Künstlerblut,,
427,Q136801329,Der Waldwächter,Q1095161,Clara Schachne,1890-01-01T00:00:00Z,Der Waldwächter,Q136801330,Q136801331
428,Q136801330,Der Waldwächter (Erstausgabe von 1890),Q1095161,Clara Schachne,1890-01-01T00:00:00Z,Der Waldwächter,,
429,Q136801331,Der Waldwächter (Projekt Gutenberg-DE Edition),Q1095161,Clara Schachne,,Der Waldwächter,,
430,Q136801332,Pfadfinder,Q826415,Bernhardine Schulze-Smidt,1889-01-01T00:00:00Z,Pfadfinder,Q136801333,Q136801334
431,Q136801333,Pfadfinder (Erstausgabe von 1889),Q826415,Bernhardine Schulze-Smidt,1889-01-01T00:00:00Z,Pfadfinder,,
432,Q136801334,Pfadfinder (Projekt Gutenberg-DE Edition),Q826415,Bernhardine Schulze-Smidt,,Pfadfinder,,
433,Q136801335,In Moor und Marsch,Q826415,Bernhardine Schulze-Smidt,1893-01-01T00:00:00Z,In Moor und Marsch,Q136801336,Q136801337
434,Q136801336,In Moor und Marsch (Erstausgabe von 1893),Q826415,Bernhardine Schulze-Smidt,1893-01-01T00:00:00Z,In Moor und Marsch,,
435,Q136801337,In Moor und Marsch (Projekt Gutenberg-DE Edition),Q826415,Bernhardine Schulze-Smidt,,In Moor und Marsch,,
436,Q136801339,Die Beichte,Q120447,Ilse von Stach,1913-01-01T00:00:00Z,Die Beichte,Q136801340,Q136801341
437,Q136801340,Die Beichte (Erstausgabe von 1913),Q120447,Ilse von Stach,1913-01-01T00:00:00Z,Die Beichte,,
438,Q136801341,Die Beichte (Projekt Gutenberg-DE Edition),Q120447,Ilse von Stach,,Die Beichte,,
439,Q136801342,Die Sendlinge von Voghera,Q120447,Ilse von Stach,1910-01-01T00:00:00Z,Die Sendlinge von Voghera,Q136801343,Q136801344
440,Q136801343,Die Sendlinge von Voghera (Erstausgabe von 1910),Q120447,Ilse von Stach,1910-01-01T00:00:00Z,Die Sendlinge von Voghera,,
441,Q136801344,Die Sendlinge von Voghera (Projekt Gutenberg-DE Edition),Q120447,Ilse von Stach,,Die Sendlinge von Voghera,,
442,Q136801345,Der Sträfling mit dem Rosenkranz,Q523418,Maria Scholz,1925-01-01T00:00:00Z,Der Sträfling mit dem Rosenkranz,Q136801346,Q136801347
443,Q136801346,Der Sträfling mit dem Rosenkranz (Erstausgabe von 1925),Q523418,Maria Scholz,1925-01-01T00:00:00Z,Der Sträfling mit dem Rosenkranz,,
444,Q136801347,Der Sträfling mit dem Rosenkranz (Projekt Gutenberg-DE Edition),Q523418,Maria Scholz,,Der Sträfling mit dem Rosenkranz,,
445,Q136801348,Das Gelübde einer dreißigjährigen Frau,Q19218968,Marie Tihanyi Sturza,1905-01-01T00:00:00Z,Das Gelübde einer dreißigjährigen Frau,Q136801349,Q136801350
446,Q136801349,Das Gelübde einer dreißigjährigen Frau (Erstausgabe von 1905),Q19218968,Marie Tihanyi Sturza,1905-01-01T00:00:00Z,Das Gelübde einer dreißigjährigen Frau,,
447,Q136801350,Das Gelübde einer dreißigjährigen Frau (Projekt Gutenberg-DE Edition),Q19218968,Marie Tihanyi Sturza,,Das Gelübde einer dreißigjährigen Frau,,
448,Q136801351,Jungfrau Königin,Q1588192,Margarethe von Sydow,1902-01-01T00:00:00Z,Jungfrau Königin,Q136801352,Q136801353
449,Q136801352,Jungfrau Königin (Erstausgabe von 1902),Q1588192,Margarethe von Sydow,1902-01-01T00:00:00Z,Jungfrau Königin,,
450,Q136801353,Jungfrau Königin (Projekt Gutenberg-DE Edition),Q1588192,Margarethe von Sydow,,Jungfrau Königin,,
451,Q136801354,Die vom Köbinghof,Q1588192,Margarethe von Sydow,1917-01-01T00:00:00Z,Die vom Köbinghof,Q136801355,Q136801356
452,Q136801355,Die vom Köbinghof (Erstausgabe von 1917),Q1588192,Margarethe von Sydow,1917-01-01T00:00:00Z,Die vom Köbinghof,,
453,Q136801356,Die vom Köbinghof (Projekt Gutenberg-DE Edition),Q1588192,Margarethe von Sydow,,Die vom Köbinghof,,
454,Q136801357,Anna Steinhofer,Q1588192,Margarethe von Sydow,1904-01-01T00:00:00Z,Anna Steinhofer,Q136801358,Q136801359
455,Q136801358,Anna Steinhofer (Erstausgabe von 1904),Q1588192,Margarethe von Sydow,1904-01-01T00:00:00Z,Anna Steinhofer,,
456,Q136801359,Anna Steinhofer (Projekt Gutenberg-DE Edition),Q1588192,Margarethe von Sydow,,Anna Steinhofer,,
457,Q136801360,Der Geigenheiner vom Karwendel. Eine liebe Last,Q81300004,Maria Titelius,1862-01-01T00:00:00Z,Der Geigenheiner vom Karwendel. Eine liebe Last,Q136801361,Q136801363
458,Q136801361,Der Geigenheiner vom Karwendel. Eine liebe Last (Erstausgabe von 1862),Q81300004,Maria Titelius,1862-01-01T00:00:00Z,Der Geigenheiner vom Karwendel. Eine liebe Last,,
459,Q136801363,Der Geigenheiner vom Karwendel. Eine liebe Last (Projekt Gutenberg-DE Edition),Q81300004,Maria Titelius,,Der Geigenheiner vom Karwendel. Eine liebe Last,,
460,Q136801364,Am Glück vorbei,Q1621969,Magda Trott,1921-01-01T00:00:00Z,Am Glück vorbei,Q136801365,Q136801366
461,Q136801365,Am Glück vorbei (Erstausgabe von 1921),Q1621969,Magda Trott,1921-01-01T00:00:00Z,Am Glück vorbei,,
462,Q136801366,Am Glück vorbei (Projekt Gutenberg-DE Edition),Q1621969,Magda Trott,,Am Glück vorbei,,
463,Q136801367,Irrwege,Q1621969,Magda Trott,1921-01-01T00:00:00Z,Irrwege,Q136801368,Q136801369
464,Q136801368,Irrwege (Erstausgabe von 1921),Q1621969,Magda Trott,1921-01-01T00:00:00Z,Irrwege,,
465,Q136801369,Irrwege (Projekt Gutenberg-DE Edition),Q1621969,Magda Trott,,Irrwege,,
466,Q136801370,Burgfriede,Q15452068,Emma Simon,1917-01-01T00:00:00Z,Burgfriede,Q136801371,Q136801372
467,Q136801371,Burgfriede (Erstausgabe von 1917),Q15452068,Emma Simon,1917-01-01T00:00:00Z,Burgfriede,,
468,Q136801372,Burgfriede (Projekt Gutenberg-DE Edition),Q15452068,Emma Simon,,Burgfriede,,
469,Q136801373,Der neue Tag,Q1613614,Hermine Villinger,1903-01-01T00:00:00Z,Der neue Tag,Q136801374,Q136801375
470,Q136801374,Der neue Tag (Erstausgabe von 1903),Q1613614,Hermine Villinger,1903-01-01T00:00:00Z,Der neue Tag,,
471,Q136801375,Der neue Tag (Projekt Gutenberg-DE Edition),Q1613614,Hermine Villinger,,Der neue Tag,,
472,Q136801376,Aus meiner Heimat,Q1613614,Hermine Villinger,1887-01-01T00:00:00Z,Aus meiner Heimat,Q136801377,Q136801378
473,Q136801377,Aus meiner Heimat (Erstausgabe von 1887),Q1613614,Hermine Villinger,1887-01-01T00:00:00Z,Aus meiner Heimat,,
474,Q136801378,Aus meiner Heimat (Projekt Gutenberg-DE Edition),Q1613614,Hermine Villinger,,Aus meiner Heimat,,
475,Q136801379,Aus unserer Zeit - Geschichten,Q1613614,Hermine Villinger,1897-01-01T00:00:00Z,Aus unserer Zeit - Geschichten,Q136801380,Q136801381
476,Q136801380,Aus unserer Zeit - Geschichten (Erstausgabe von 1897),Q1613614,Hermine Villinger,1897-01-01T00:00:00Z,Aus unserer Zeit - Geschichten,,
477,Q136801381,Aus unserer Zeit - Geschichten (Projekt Gutenberg-DE Edition),Q1613614,Hermine Villinger,,Aus unserer Zeit - Geschichten,,
478,Q136801382,Die Rebächle,Q1613614,Hermine Villinger,1911-01-01T00:00:00Z,Die Rebächle,Q136801383,Q136801384
479,Q136801383,Die Rebächle (Erstausgabe von 1911),Q1613614,Hermine Villinger,1911-01-01T00:00:00Z,Die Rebächle,,
480,Q136801384,Die Rebächle (Projekt Gutenberg-DE Edition),Q1613614,Hermine Villinger,,Die Rebächle,,
481,Q136801385,Aus dem Badener Land,Q1613614,Hermine Villinger,1898-01-01T00:00:00Z,Aus dem Badener Land,Q136801386,Q136801387
482,Q136801386,Aus dem Badener Land (Erstausgabe von 1898),Q1613614,Hermine Villinger,1898-01-01T00:00:00Z,Aus dem Badener Land,,
483,Q136801387,Aus dem Badener Land (Projekt Gutenberg-DE Edition),Q1613614,Hermine Villinger,,Aus dem Badener Land,,
484,Q136801388,Die Geschichte der Anna Waser,Q1434539,Maria Waser,1913-01-01T00:00:00Z,Die Geschichte der Anna Waser,Q136801389,Q136801390
485,Q136801389,Die Geschichte der Anna Waser (Erstausgabe von 1913),Q1434539,Maria Waser,1913-01-01T00:00:00Z,Die Geschichte der Anna Waser,,
486,Q136801390,Die Geschichte der Anna Waser (Projekt Gutenberg-DE Edition),Q1434539,Maria Waser,,Die Geschichte der Anna Waser,,
487,Q136801391,Das Gespenst im Antistitium,Q1434539,Maria Waser,1923-01-01T00:00:00Z,Das Gespenst im Antistitium,Q136801392,Q136801393
488,Q136801392,Das Gespenst im Antistitium (Erstausgabe von 1923),Q1434539,Maria Waser,1923-01-01T00:00:00Z,Das Gespenst im Antistitium,,
489,Q136801393,Das Gespenst im Antistitium (Projekt Gutenberg-DE Edition),Q1434539,Maria Waser,,Das Gespenst im Antistitium,,
490,Q136801394,Der Rottmerhof,Q84415706,Pauline Weise,1918-01-01T00:00:00Z,Der Rottmerhof,Q136801395,Q136801396
491,Q136801395,Der Rottmerhof (Erstausgabe von 1918),Q84415706,Pauline Weise,1918-01-01T00:00:00Z,Der Rottmerhof,,
492,Q136801396,Der Rottmerhof (Projekt Gutenberg-DE Edition),Q84415706,Pauline Weise,,Der Rottmerhof,,
493,Q136801398,Perlen aus dem Sande,Q69311,Ottilie Wildermuth,1867-01-01T00:00:00Z,Perlen aus dem Sande,Q136801399,Q136801400
494,Q136801399,Perlen aus dem Sande (Erstausgabe von 1867),Q69311,Ottilie Wildermuth,1867-01-01T00:00:00Z,Perlen aus dem Sande,,
495,Q136801400,Perlen aus dem Sande (Projekt Gutenberg-DE Edition),Q69311,Ottilie Wildermuth,,Perlen aus dem Sande,,
496,Q136801401,Die alte Freundin,Q69311,Ottilie Wildermuth,1863-01-01T00:00:00Z,Die alte Freundin,Q136801402,Q136801403
497,Q136801402,Die alte Freundin (Erstausgabe von 1863),Q69311,Ottilie Wildermuth,1863-01-01T00:00:00Z,Die alte Freundin,,
498,Q136801403,Die alte Freundin (Projekt Gutenberg-DE Edition),Q69311,Ottilie Wildermuth,,Die alte Freundin,,
499,Q136801404,"Morgen, Mittag und Abend",Q69311,Ottilie Wildermuth,1862-01-01T00:00:00Z,"Morgen, Mittag und Abend",Q136801405,Q136801406
500,Q136801405,"Morgen, Mittag und Abend (Erstausgabe von 1862)",Q69311,Ottilie Wildermuth,1862-01-01T00:00:00Z,"Morgen, Mittag und Abend",,
501,Q136801406,"Morgen, Mittag und Abend (Projekt Gutenberg-DE Edition)",Q69311,Ottilie Wildermuth,,"Morgen, Mittag und Abend",,
502,Q136801407,Bilder und Geschichten aus Schwaben,Q69311,Ottilie Wildermuth,1862-01-01T00:00:00Z,Bilder und Geschichten aus Schwaben,Q136801409,Q136801410
503,Q136801409,Bilder und Geschichten aus Schwaben (Erstausgabe von 1862),Q69311,Ottilie Wildermuth,1862-01-01T00:00:00Z,Bilder und Geschichten aus Schwaben,,
504,Q136801410,Bilder und Geschichten aus Schwaben (Projekt Gutenberg-DE Edition),Q69311,Ottilie Wildermuth,,Bilder und Geschichten aus Schwaben,,
505,Q136801411,Gerettet aus Sibirien,Q75259,Sophie Wörishöffer,1885-01-01T00:00:00Z,Gerettet aus Sibirien,Q136801412,Q136801413
506,Q136801412,Gerettet aus Sibirien (Erstausgabe von 1885),Q75259,Sophie Wörishöffer,1885-01-01T00:00:00Z,Gerettet aus Sibirien,,
507,Q136801413,Gerettet aus Sibirien (Projekt Gutenberg-DE Edition),Q75259,Sophie Wörishöffer,,Gerettet aus Sibirien,,
508,Q136801414,Onnen Visser - Der Schmugglersohn von Norderney,Q75259,Sophie Wörishöffer,1885-01-01T00:00:00Z,Onnen Visser - Der Schmugglersohn von Norderney,Q136801415,Q136801416
509,Q136801415,Onnen Visser - Der Schmugglersohn von Norderney (Erstausgabe von 1885),Q75259,Sophie Wörishöffer,1885-01-01T00:00:00Z,Onnen Visser - Der Schmugglersohn von Norderney,,
510,Q136801416,Onnen Visser - Der Schmugglersohn von Norderney (Projekt Gutenberg-DE Edition),Q75259,Sophie Wörishöffer,,Onnen Visser - Der Schmugglersohn von Norderney,,
511,Q136801417,Athleten,Q2019750,Olga Wohlbrück,1921-01-01T00:00:00Z,Athleten,Q136801418,Q136801420
512,Q136801418,Athleten (Erstausgabe von 1921),Q2019750,Olga Wohlbrück,1921-01-01T00:00:00Z,Athleten,,
513,Q136801420,Athleten (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Athleten,,
514,Q136801421,Das kleine Glück,Q2019750,Olga Wohlbrück,1910-01-01T00:00:00Z,Das kleine Glück,Q136801423,Q136801424
515,Q136801423,Das kleine Glück (Erstausgabe von 1910),Q2019750,Olga Wohlbrück,1910-01-01T00:00:00Z,Das kleine Glück,,
516,Q136801424,Das kleine Glück (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Das kleine Glück,,
517,Q136801425,Du sollst ein Mann sein,Q2019750,Olga Wohlbrück,1908-01-01T00:00:00Z,Du sollst ein Mann sein,Q136801426,Q136801427
518,Q136801426,Du sollst ein Mann sein (Erstausgabe von 1908),Q2019750,Olga Wohlbrück,1908-01-01T00:00:00Z,Du sollst ein Mann sein,,
519,Q136801427,Du sollst ein Mann sein (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Du sollst ein Mann sein,,
520,Q136801428,Das ist Rußland,Q2019750,Olga Wohlbrück,1915-01-01T00:00:00Z,Das ist Rußland,Q136801429,Q136801430
521,Q136801429,Das ist Rußland (Erstausgabe von 1915),Q2019750,Olga Wohlbrück,1915-01-01T00:00:00Z,Das ist Rußland,,
522,Q136801430,Das ist Rußland (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Das ist Rußland,,
523,Q136801431,Des Ratsherrn Leinius Tochter,Q2019750,Olga Wohlbrück,1910-01-01T00:00:00Z,Des Ratsherrn Leinius Tochter,Q136801432,Q136801433
524,Q136801432,Des Ratsherrn Leinius Tochter (Erstausgabe von 1910),Q2019750,Olga Wohlbrück,1910-01-01T00:00:00Z,Des Ratsherrn Leinius Tochter,,
525,Q136801433,Des Ratsherrn Leinius Tochter (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Des Ratsherrn Leinius Tochter,,
526,Q136801434,Der eiserne Ring,Q2019750,Olga Wohlbrück,1910-01-01T00:00:00Z,Der eiserne Ring,Q136801435,Q136801436
527,Q136801435,Der eiserne Ring (Erstausgabe von 1910),Q2019750,Olga Wohlbrück,1910-01-01T00:00:00Z,Der eiserne Ring,,
528,Q136801436,Der eiserne Ring (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Der eiserne Ring,,
529,Q136801437,Die Frau ohne Mann,Q2019750,Olga Wohlbrück,1930-01-01T00:00:00Z,Die Frau ohne Mann,Q136801438,Q136801439
530,Q136801438,Die Frau ohne Mann (Erstausgabe von 1930),Q2019750,Olga Wohlbrück,1930-01-01T00:00:00Z,Die Frau ohne Mann,,
531,Q136801439,Die Frau ohne Mann (Projekt Gutenberg-DE Edition),Q2019750,Olga Wohlbrück,,Die Frau ohne Mann,,
532,Q136801440,Auf hoher Warte,Q567448,Anny Wothe,1915-01-01T00:00:00Z,Auf hoher Warte,Q136801441,Q136801442
533,Q136801441,Auf hoher Warte (Erstausgabe von 1915),Q567448,Anny Wothe,1915-01-01T00:00:00Z,Auf hoher Warte,,
534,Q136801442,Auf hoher Warte (Projekt Gutenberg-DE Edition),Q567448,Anny Wothe,,Auf hoher Warte,,
535,Q136801443,Durch graue Gassen,Q567448,Anny Wothe,1915-01-01T00:00:00Z,Durch graue Gassen,Q136801444,Q136801445
536,Q136801444,Durch graue Gassen (Erstausgabe von 1915),Q567448,Anny Wothe,1915-01-01T00:00:00Z,Durch graue Gassen,,
537,Q136801445,Durch graue Gassen (Projekt Gutenberg-DE Edition),Q567448,Anny Wothe,,Durch graue Gassen,,
538,Q136801446,Durch die Brandung,Q19224537,Marie Zedelius,1877-01-01T00:00:00Z,Durch die Brandung,Q136801447,Q136801448
539,Q136801447,Durch die Brandung (Erstausgabe von 1877),Q19224537,Marie Zedelius,1877-01-01T00:00:00Z,Durch die Brandung,,
540,Q136801448,Durch die Brandung (Projekt Gutenberg-DE Edition),Q19224537,Marie Zedelius,,Durch die Brandung,,
541,Q136801449,Die befreite Psyche,Q19224537,Marie Zedelius,1883-01-01T00:00:00Z,Die befreite Psyche,Q136801450,Q136801452
542,Q136801450,Die befreite Psyche (Erstausgabe von 1883),Q19224537,Marie Zedelius,1883-01-01T00:00:00Z,Die befreite Psyche,,
543,Q136801452,Die befreite Psyche (Projekt Gutenberg-DE Edition),Q19224537,Marie Zedelius,,Die befreite Psyche,,
544,Q136801453,Lorbeeren,Q19224537,Marie Zedelius,1873-01-01T00:00:00Z,Lorbeeren,Q136801454,Q136801455
545,Q136801454,Lorbeeren (Erstausgabe von 1873),Q19224537,Marie Zedelius,1873-01-01T00:00:00Z,Lorbeeren,,
546,Q136801455,Lorbeeren (Projekt Gutenberg-DE Edition),Q19224537,Marie Zedelius,,Lorbeeren,,
547,Q136801456,Ein unheilvoller Augenblick,Q19224537,Marie Zedelius,1874-01-01T00:00:00Z,Ein unheilvoller Augenblick,Q136801457,Q136801458
548,Q136801457,Ein unheilvoller Augenblick (Erstausgabe von 1874),Q19224537,Marie Zedelius,1874-01-01T00:00:00Z,Ein unheilvoller Augenblick,,
549,Q136801458,Ein unheilvoller Augenblick (Projekt Gutenberg-DE Edition),Q19224537,Marie Zedelius,,Ein unheilvoller Augenblick,,
550,Q136801459,Das Lyzeum in Birkholz: Roman,Q1403083,Felicitas Rose,1917-01-01T00:00:00Z,Das Lyzeum in Birkholz: Roman,Q136801460,Q136801461
551,Q136801460,Das Lyzeum in Birkholz: Roman (Erstausgabe von 1917),Q1403083,Felicitas Rose,1917-01-01T00:00:00Z,Das Lyzeum in Birkholz: Roman,,
552,Q136801461,Das Lyzeum in Birkholz: Roman (Project Gutenberg Edition),Q1403083,Felicitas Rose,,Das Lyzeum in Birkholz: Roman,,
553,Q136801462,Der Mutterhof: Ein Halligroman,Q1403083,Felicitas Rose,1918-01-01T00:00:00Z,Der Mutterhof: Ein Halligroman,Q136801463,Q136801464
554,Q136801463,Der Mutterhof: Ein Halligroman (Erstausgabe von 1918),Q1403083,Felicitas Rose,1918-01-01T00:00:00Z,Der Mutterhof: Ein Halligroman,,
555,Q136801464,Der Mutterhof: Ein Halligroman (Project Gutenberg Edition),Q1403083,Felicitas Rose,,Der Mutterhof: Ein Halligroman,,
556,Q136801465,Die Eiks von Eichen: Roman aus einer Kleinstadt,Q1403083,Felicitas Rose,1910-01-01T00:00:00Z,Die Eiks von Eichen: Roman aus einer Kleinstadt,Q136801466,Q136801467
557,Q136801466,Die Eiks von Eichen: Roman aus einer Kleinstadt (Erstausgabe von 1910),Q1403083,Felicitas Rose,1910-01-01T00:00:00Z,Die Eiks von Eichen: Roman aus einer Kleinstadt,,
558,Q136801467,Die Eiks von Eichen: Roman aus einer Kleinstadt (Project Gutenberg Edition),Q1403083,Felicitas Rose,,Die Eiks von Eichen: Roman aus einer Kleinstadt,,
559,Q136801468,Alle guten Geister...: Roman,Q563171,Anna Schieber,1905-01-01T00:00:00Z,Alle guten Geister...: Roman,Q136801469,Q136801470
560,Q136801469,Alle guten Geister...: Roman (Erstausgabe von 1905),Q563171,Anna Schieber,1905-01-01T00:00:00Z,Alle guten Geister...: Roman,,
561,Q136801470,Alle guten Geister...: Roman (Project Gutenberg Edition),Q563171,Anna Schieber,,Alle guten Geister...: Roman,,
562,Q136801471,Heimat: Erzählungen,Q563171,Anna Schieber,1915-01-01T00:00:00Z,Heimat: Erzählungen,Q136801472,Q136801473
563,Q136801472,Heimat: Erzählungen (Erstausgabe von 1915),Q563171,Anna Schieber,1915-01-01T00:00:00Z,Heimat: Erzählungen,,
564,Q136801473,Heimat: Erzählungen (Project Gutenberg Edition),Q563171,Anna Schieber,,Heimat: Erzählungen,,
565,Q136801474,Ludwig Fugeler: Roman,Q563171,Anna Schieber,1918-01-01T00:00:00Z,Ludwig Fugeler: Roman,Q136801475,Q136801476
566,Q136801475,Ludwig Fugeler: Roman (Erstausgabe von 1918),Q563171,Anna Schieber,1918-01-01T00:00:00Z,Ludwig Fugeler: Roman,,
567,Q136801476,Ludwig Fugeler: Roman (Project Gutenberg Edition),Q563171,Anna Schieber,,Ludwig Fugeler: Roman,,
568,Q136801477,Wanderschuhe und andere Erzählungen,Q563171,Anna Schieber,1911-01-01T00:00:00Z,Wanderschuhe und andere Erzählungen,Q136801478,Q136801479
569,Q136801478,Wanderschuhe und andere Erzählungen (Erstausgabe von 1911),Q563171,Anna Schieber,1911-01-01T00:00:00Z,Wanderschuhe und andere Erzählungen,,
570,Q136801479,Wanderschuhe und andere Erzählungen (Project Gutenberg Edition),Q563171,Anna Schieber,,Wanderschuhe und andere Erzählungen,,
571,Q136801480,Meine Tante Anna,Q1613614,Hermine Villinger,1916-01-01T00:00:00Z,Meine Tante Anna,Q136801481,Q136801482
572,Q136801481,Meine Tante Anna (Erstausgabe von 1916),Q1613614,Hermine Villinger,1916-01-01T00:00:00Z,Meine Tante Anna,,
573,Q136801482,Meine Tante Anna (Project Gutenberg Edition),Q1613614,Hermine Villinger,,Meine Tante Anna,,
